"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1002","shouldIntegrateWithThirdPartyAPI(String) Test third-party API integration: Currency API","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithThirdPartyAPI"
"","1","Test different log analysis features [4] Analysis","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogAnalysisFeatures"
"","1001","shouldTrackOrderStatus(String) Track order status: Processing","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldTrackOrderStatus"
"","1","shouldTestNotificationScheduling(String) Test notification scheduling for: 5 minutes","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationScheduling"
"","1","shouldFilterNotificationsByPriority(String) Filter notifications by priority: urgent","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldFilterNotificationsByPriority"
"","1003","shouldIntegrateWithShippingProvider(String) Test shipping provider integration: UPS","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithShippingProvider"
"","1004","shouldValidateCsrfToken(String) Test CSRF protection for: POST","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldValidateCsrfToken"
"","1001","Generate different visualization types [3] Graph","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentVisualizationTypes"
"","2","shouldUpdateOrderStatus(String, String) Update order Order A status to processing","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldUpdateOrderStatus"
"","1024","shouldSortProductsBy(String) Sort products by: Date Added","","2026-09-21","failed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSortProductsBy"
"","1001","Generate reports with different delivery methods [5] Streaming","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentDeliveryMethods"
"","1","shouldGetNotificationById(int) Get notification by ID: 91","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","2","Test different log categories [2] Access, access.log","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogCategories"
"","1","shouldSearchNotificationsByType(String) Search notifications by type: system","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1","shouldDeleteProductById(int) Delete product with ID: 39","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1","shouldVerifyShippingAddress(String) Verify shipping address for: Neighbor","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldVerifyShippingAddress"
"","1002","shouldSearchProductsByCategory(String) Search product by category: Health","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSearchProductsByCategory"
"","23","shouldSearchForDifferentProducts(String) Search for product: headphones","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","24","shouldSearchForDifferentProducts(String) Search for product: watch","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForDifferentProducts"
"","1001","Generate different visualization types [2] Table","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentVisualizationTypes"
"","4","Test event system initialization","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestEventSystemInitialization"
"","1","Test different log fields [4] Message","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFields"
"","1","Test different logging use cases [1] Performance","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLoggingUseCases"
"","1","Test different event processing modes [5] Batch","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingModes"
"","1001","shouldFilterProductsByPrice(int, int, String) Filter products by price range: 101","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldFilterProductsByPrice"
"","1001","Generate reports with different priority levels [2] Medium","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentPriorityLevels"
"","2","Test different event types [5] File Uploaded","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventTypes"
"","1002","Generate reports with different delivery methods [3] On-demand","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentDeliveryMethods"
"","0","shouldValidateNotificationContent(String) Validate notification content for: Multilingual","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldValidateNotificationContent"
"","1024","Add new product to catalog","","2026-09-21","failed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldAddNewProduct"
"","1","Test different event processing features [3] Transformation","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingFeatures"
"","1","shouldGetNotificationById(int) Get notification by ID: 88","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","5","shouldGetOrderById(int) Get order by ID: 51","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","24","Search for existing product","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchForExistingProduct"
"","1001","Generate different visualization types [1] Chart","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentVisualizationTypes"
"","1","shouldGetOrderById(int) Get order by ID: 62","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1002","Test different mobile browsers [1] iOS Safari","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileBrowsers"
"","5","shouldUpdateProductPrice(String, double) Update product Product A price to 29.99","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldUpdateProductPrice"
"","27","Adding note to advertisement","","2026-09-21","failed","2026-09-21","","io.demo.IssuesWebTest","io.demo.IssuesWebTest","shouldAddLabelToIssue"
"","1","shouldFilterNotificationsByPriority(String) Filter notifications by priority: medium","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldFilterNotificationsByPriority"
"","1024","shouldRejectInvalidCredentials(String, String) Test authentication with invalid credentials: admin'","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectInvalidCredentials"
"","24","shouldIntegrateWithThirdPartyAPI(String) Test third-party API integration: News API","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithThirdPartyAPI"
"","1","shouldFilterProductsByRating(String) Filter products by rating: 3","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldFilterProductsByRating"
"","1","shouldGetProductById(int) Get product by ID: 22","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1","shouldFilterProductsByRating(String) Filter products by rating: 2","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldFilterProductsByRating"
"","1","shouldDeleteOrderById(int) Delete order with ID: 74","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","1","shouldDeleteProductById(int) Delete product with ID: 38","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","23","shouldCreateOrderWithMultipleItems(int) Create order with 7 items","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","1","shouldVerifyShippingAddress(String) Verify shipping address for: Post Office","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldVerifyShippingAddress"
"","1001","Test different mobile app states [5] Storage Management","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileAppStates"
"","23","shouldValidateProductImage(String) Validate product image for: Product C","","2026-09-21","failed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldValidateProductImage"
"","1","shouldGetProductById(int) Get product by ID: 25","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1002","Delete product from catalog","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldDeleteProduct"
"","1","Test different event processing modes [3] Queued","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingModes"
"","1025","Test different mobile device types [4] Tablet","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileDeviceTypes"
"","1031","shouldIntegrateWithThirdPartyAPI(String) Test third-party API integration: Sports API","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithThirdPartyAPI"
"","1","shouldCreateProductViaApi(String) Create product with category: Books","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","1026","Test different mobile app states [1] Offline Mode","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileAppStates"
"","1","Test different event error handling strategies [5] Fallback","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventErrorHandlingStrategies"
"","1002","Test different mobile orientations [2] Landscape, 667x375","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileOrientations"
"","22","shouldSearchWithCategoryFilter(String) Search with category filter: Clothing","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","23","shouldSearchWithCategoryFilter(String) Search with category filter: Sports","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","2","Test different event types [1] User Created","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventTypes"
"","1","Test different event delivery modes [1] Real-time","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventDeliveryModes"
"","1024","Generate reports with different delivery methods [4] Batch","","2026-09-21","failed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentDeliveryMethods"
"","1","failsOnFirstAttemptOnly()","","2026-09-21","failed","2026-09-21","","io.demo.RerunProbeTest","io.demo.RerunProbeTest","failsOnFirstAttemptOnly"
"","1","shouldCreateNotificationTemplate(String) Create notification template: Welcome","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldCreateNotificationTemplate"
"","1028","Test different mobile orientations [1] Portrait, 375x667","","2026-09-21","failed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileOrientations"
"","1002","Test different mobile sensors [5] Gyroscope","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileSensors"
"","1","Test different log analysis features [2] Searching","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogAnalysisFeatures"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 107","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","2","Test different event types [3] Payment Received","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventTypes"
"","1","shouldUpdateNotificationStatus(String, String) Update notification Notification C status to read","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldUpdateNotificationStatus"
"","1002","shouldSearchProductsByCategory(String) Search product by category: Sports","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSearchProductsByCategory"
"","1003","shouldIntegrateWithThirdPartyAPI(String) Test third-party API integration: Maps API","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithThirdPartyAPI"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 106","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1002","Generate regional reports [2] South","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateRegionalReports"
"","22","shouldSearchWithRatingFilter(String) Search with rating filter: 5 stars","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithRatingFilter"
"","0","shouldDeleteOrderById(int) Delete order with ID: 76","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","0","shouldUpdateProductPrice(String, double) Update product Product D price to 129.99","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldUpdateProductPrice"
"","1","Test different event observability features [3] Metrics","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventObservabilityFeatures"
"","1","shouldDeleteOrderById(int) Delete order with ID: 67","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","24","shouldSearchWithRatingFilter(String) Search with rating filter: 2 stars","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithRatingFilter"
"","1002","shouldIntegrateWithAnalytics(String) Test analytics integration: Optimizely","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithAnalytics"
"","0","shouldDeleteOrderById(int) Delete order with ID: 69","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldDeleteOrderById"
"","23","shouldSearchWithPriceRange(int, int, String) Search with price range: 0 to 50","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithPriceRange"
"","1","Test different event processing features [4] Enrichment","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingFeatures"
"","1","Create new user","","2026-09-21","passed","2026-09-21","","io.demo.UserApiTest","io.demo.UserApiTest","shouldCreateNewUser"
"","1002","Test different mobile browsers [5] UC Browser","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileBrowsers"
"","3","shouldFilterNotificationsByPriority(String) Filter notifications by priority: low","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldFilterNotificationsByPriority"
"","1026","shouldIntegrateWithAnalytics(String) Test analytics integration: Amplitude","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithAnalytics"
"","23","shouldSearchWithCategoryFilter(String) Search with category filter: Electronics","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithCategoryFilter"
"","1","Test different log destinations [2] File","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogDestinations"
"","1002","Generate reports with different priority levels [1] Low","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentPriorityLevels"
"","1002","Test mobile responsive design","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestMobileResponsiveDesign"
"","1","shouldGetOrderById(int) Get order by ID: 65","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1","Test different logging use cases [3] Compliance","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLoggingUseCases"
"","1002","shouldSortProductsBy(String) Sort products by: Price","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSortProductsBy"
"","1","shouldGetProductById(int) Get product by ID: 31","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1","shouldFilterOrdersByDate(String) Filter orders by date range: this_week","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldFilterOrdersByDate"
"","1","shouldDeleteNotificationById(int) Delete notification with ID: 101","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","0","shouldSearchProductsByBrand(String) Search products by brand: LG","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldSearchProductsByBrand"
"","1","shouldSearchOrdersByCustomer(String) Search orders by customer: alice.brown@example.com","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldSearchOrdersByCustomer"
"","1","Test different log processing modes [3] Scheduled","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogProcessingModes"
"","3","shouldSearchNotificationsByType(String) Search notifications by type: order","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSearchNotificationsByType"
"","1002","shouldSearchProductsByCategory(String) Search product by category: Beauty","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSearchProductsByCategory"
"","2","Test different event processing modes [1] Synchronous","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventProcessingModes"
"","1","shouldSendNotificationViaChannel(String) Send notification via: discord","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldSendNotificationViaChannel"
"","1","shouldDeleteUserNote(String) Close issue via api","","2026-09-21","passed","2026-09-21","","io.demo.IssuesRestTest","io.demo.IssuesRestTest","shouldDeleteUserNote"
"","1002","shouldPreventXssAttack(String) Test XSS prevention with payload: <svg onload=alert('XSS')>","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldPreventXssAttack"
"","1","Test different event error handling strategies [2] Dead Letter Queue","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventErrorHandlingStrategies"
"","0","shouldGetOrderById(int) Get order by ID: 64","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1024","shouldRejectInvalidCredentials(String, String) Test authentication with invalid credentials: nonexistentuser","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectInvalidCredentials"
"","26","Use advanced search options","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldUseAdvancedSearchOptions"
"","1002","Generate sales report","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateSalesReport"
"","0","Update user profile","","2026-09-21","passed","2026-09-21","","io.demo.UserApiTest","io.demo.UserApiTest","shouldUpdateUserProfile"
"","1024","shouldRejectDangerousFileTypes(String) Test file upload security for: .bat","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectDangerousFileTypes"
"","1","shouldDeleteProductById(int) Delete product with ID: 49","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldDeleteProductById"
"","1002","shouldRejectInvalidCredentials(String, String) Test authentication with invalid credentials: admin","","2026-09-21","passed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectInvalidCredentials"
"","4","shouldGetProductById(int) Get product by ID: 21","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldGetProductById"
"","1","Test different log formats [3] Plain Text","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFormats"
"","23","shouldSearchWithAvailabilityFilter(String) Search with availability filter: Out of Stock","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithAvailabilityFilter"
"","2","Test different event types [4] Email Sent","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventTypes"
"","1002","shouldSearchProductsByCategory(String) Search product by category: Clothing","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldSearchProductsByCategory"
"","1002","Export reports in different formats [1] PDF","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldExportReportsInDifferentFormats"
"","1002","Generate different report types [2] Inventory, Stock","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateDifferentReportTypes"
"","1025","Export order history to PDF","","2026-09-21","failed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldExportOrderHistory"
"","1002","shouldCreateOrderWithMultipleItems(int) Create order with 4 items","","2026-09-21","passed","2026-09-21","","io.demo.OrderManagementTest","io.demo.OrderManagementTest","shouldCreateOrderWithMultipleItems"
"","23","shouldSearchWithSortOption(String) Search with sort option: Relevance","","2026-09-21","failed","2026-09-21","","io.demo.SearchFunctionalityTest","io.demo.SearchFunctionalityTest","shouldSearchWithSortOption"
"","1005","Generate regional reports [1] North","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateRegionalReports"
"","1002","Export reports in different formats [4] HTML","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldExportReportsInDifferentFormats"
"","1","shouldCreateProductViaApi(String) Create product with category: Home","","2026-09-21","passed","2026-09-21","","io.demo.ProductApiTest","io.demo.ProductApiTest","shouldCreateProductViaApi"
"","1001","Update product inventory quantity","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldUpdateProductStock"
"","60004","new test","","2026-09-21","passed","2026-09-21","","TTempTests.class unit tests","io.demo.MyExamples","testFromTestops"
"","1001","Test different mobile gestures [5] Double Tap","","2026-09-21","passed","2026-09-21","","io.demo.MobileTest","io.demo.MobileTest","shouldTestDifferentMobileGestures"
"","1","shouldGetOrderById(int) Get order by ID: 61","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","2002","Creating new issue for authorized user","","2026-09-21","failed","2026-09-21","","io.demo.PullRequestsWebTest","io.demo.PullRequestsWebTest","shouldCreatePullRequest"
"","6","shouldValidateOrderTotal(String, double) Validate order total for: Order A","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldValidateOrderTotal"
"","1024","shouldPreventXssAttack(String) Test XSS prevention with payload: <script>alert('XSS')</script>","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldPreventXssAttack"
"","1","shouldGetNotificationById(int) Get notification by ID: 83","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","5","shouldDeleteNotificationById(int) Delete notification with ID: 96","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldDeleteNotificationById"
"","1","shouldSearchOrdersByCustomer(String) Search orders by customer: bob.johnson@example.com","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldSearchOrdersByCustomer"
"","1","shouldGetOrderById(int) Get order by ID: 55","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldGetOrderById"
"","1030","shouldIntegrateWithSocialMedia(String) Test social media integration: Instagram","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithSocialMedia"
"","1032","shouldIntegrateWithInventorySystem(String) Test inventory system integration: SAP","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithInventorySystem"
"","1026","shouldIntegrateWithPaymentMethod(String) Test payment method integration: Authorize.net","","2026-09-21","failed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithPaymentMethod"
"","1002","shouldIntegrateWithSocialMedia(String) Test social media integration: YouTube","","2026-09-21","passed","2026-09-21","","io.demo.IntegrationTest","io.demo.IntegrationTest","shouldIntegrateWithSocialMedia"
"","1","Test different log levels [5] FATAL","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogLevels"
"","1","Test different event organization features [3] Grouping","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventOrganizationFeatures"
"","1004","shouldFilterProductsByPrice(int, int, String) Filter products by price range: 0","","2026-09-21","passed","2026-09-21","","io.demo.ProductManagementTest","io.demo.ProductManagementTest","shouldFilterProductsByPrice"
"","1","Test different log formats [1] JSON","","2026-09-21","passed","2026-09-21","","io.demo.LoggingTest","io.demo.LoggingTest","shouldTestDifferentLogFormats"
"","65","Test different event storage backends [1] Database","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventStorageBackends"
"","1002","Generate reports with different delivery methods [2] Scheduled","","2026-09-21","passed","2026-09-21","","io.demo.ReportingTest","io.demo.ReportingTest","shouldGenerateReportsWithDifferentDeliveryMethods"
"","1024","shouldRejectInvalidCredentials(String, String) Test authentication with invalid credentials: testuser","","2026-09-21","failed","2026-09-21","","io.demo.SecurityTest","io.demo.SecurityTest","shouldRejectInvalidCredentials"
"","2","Test different event priorities [3] Low, 1 hour","","2026-09-21","passed","2026-09-21","","io.demo.EventTest","io.demo.EventTest","shouldTestDifferentEventPriorities"
"","1","shouldTestNotificationScheduling(String) Test notification scheduling for: 1 month","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldTestNotificationScheduling"
"","1","shouldGetNotificationById(int) Get notification by ID: 87","","2026-09-21","passed","2026-09-21","","io.demo.NotificationApiTest","io.demo.NotificationApiTest","shouldGetNotificationById"
"","1","shouldCheckOrderItems(String) Check order items for: Gift Order","","2026-09-21","passed","2026-09-21","","io.demo.OrderApiTest","io.demo.OrderApiTest","shouldCheckOrderItems"
